epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,62110.4,1.03995,0.69897,1.30166,0.80653,0.67409,0.74805,0.45089,1.58314,1.11079,1.69577,0.000892,0.000892,0.000892
186,62444.6,1.04588,0.70723,1.30127,0.80229,0.6763,0.74774,0.4511,1.5834,1.11121,1.69586,0.0008425,0.0008425,0.0008425
187,62784.8,1.03386,0.70151,1.29649,0.80027,0.67814,0.74768,0.45125,1.58374,1.11165,1.6963,0.000793,0.000793,0.000793
188,63123.6,1.03315,0.69603,1.2934,0.79996,0.67814,0.74698,0.45154,1.58432,1.1118,1.69721,0.0007435,0.0007435,0.0007435
189,63464.9,1.02955,0.69086,1.29296,0.80153,0.67777,0.74683,0.45157,1.58442,1.11316,1.69786,0.000694,0.000694,0.000694
190,63802.6,1.03285,0.69017,1.29278,0.79887,0.67851,0.74615,0.45156,1.58497,1.11372,1.69849,0.0006445,0.0006445,0.0006445
191,64133.6,0.99757,0.55652,1.29278,0.79842,0.68007,0.74669,0.45203,1.58487,1.11432,1.69866,0.000595,0.000595,0.000595
192,64463.1,0.97571,0.53573,1.27598,0.79968,0.68172,0.74685,0.45206,1.58431,1.11473,1.69885,0.0005455,0.0005455,0.0005455
193,64789.5,0.96374,0.53001,1.26839,0.8022,0.68016,0.74693,0.45225,1.58437,1.11445,1.69957,0.000496,0.000496,0.000496
194,65116.6,0.95998,0.52389,1.26269,0.80254,0.6809,0.7466,0.4526,1.58525,1.11482,1.70101,0.0004465,0.0004465,0.0004465
195,65446.3,0.95495,0.52055,1.25871,0.80215,0.68127,0.74683,0.45288,1.58507,1.11464,1.70158,0.000397,0.000397,0.000397
196,65773.4,0.94865,0.51367,1.25542,0.80247,0.6809,0.74678,0.45296,1.58466,1.11519,1.70166,0.0003475,0.0003475,0.0003475
197,66101.6,0.94535,0.51775,1.25219,0.80374,0.6809,0.74684,0.45317,1.58486,1.11606,1.7027,0.000298,0.000298,0.000298
198,66430.6,0.93734,0.50718,1.24606,0.8011,0.68384,0.74699,0.4533,1.58508,1.11795,1.70338,0.0002485,0.0002485,0.0002485
199,66757.3,0.93294,0.5049,1.24421,0.80099,0.68367,0.74603,0.45361,1.58554,1.11826,1.70435,0.000199,0.000199,0.000199
200,67087.2,0.92964,0.50189,1.23738,0.80235,0.68279,0.7455,0.45361,1.58643,1.11812,1.70565,0.0001495,0.0001495,0.0001495
