epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,5894.76,1.46459,1.33073,1.5553,0.77895,0.60766,0.70475,0.38797,1.62384,1.18327,1.56331,0.007228,0.007228,0.007228
30,6089.26,1.46108,1.33726,1.55277,0.77612,0.61925,0.70897,0.39373,1.59492,1.1788,1.54912,0.007129,0.007129,0.007129
31,6279.89,1.45216,1.32439,1.54613,0.78629,0.61139,0.70835,0.39509,1.60353,1.17187,1.55554,0.00703,0.00703,0.00703
32,6470.68,1.4549,1.31726,1.54971,0.77423,0.62289,0.71349,0.39843,1.59513,1.15405,1.54242,0.006931,0.006931,0.006931
33,6661.24,1.4476,1.31178,1.53785,0.79057,0.60471,0.70765,0.39649,1.59806,1.15866,1.53764,0.006832,0.006832,0.006832
34,6851.61,1.44314,1.29475,1.53705,0.78796,0.60931,0.70933,0.39874,1.59562,1.15556,1.53825,0.006733,0.006733,0.006733
35,7046.28,1.43671,1.29566,1.53152,0.77012,0.62035,0.71138,0.39932,1.59415,1.15755,1.53858,0.006634,0.006634,0.006634
36,7236.67,1.43311,1.28015,1.51963,0.77085,0.62403,0.71628,0.4018,1.58303,1.15136,1.52699,0.006535,0.006535,0.006535
37,7427.46,1.42524,1.27476,1.52066,0.77171,0.63047,0.72029,0.40421,1.58683,1.14035,1.52603,0.006436,0.006436,0.006436
38,7618.46,1.43449,1.27167,1.51972,0.78686,0.62219,0.72118,0.40524,1.58284,1.13306,1.52298,0.006337,0.006337,0.006337
39,7809.08,1.4329,1.27443,1.52117,0.78288,0.62679,0.72112,0.40574,1.59376,1.13675,1.52978,0.006238,0.006238,0.006238
40,8003.78,1.41601,1.26068,1.51316,0.7905,0.62385,0.72178,0.40505,1.59323,1.13363,1.52812,0.006139,0.006139,0.006139
41,8194.21,1.42102,1.24665,1.51094,0.79006,0.62495,0.72184,0.40668,1.58892,1.1301,1.52679,0.00604,0.00604,0.00604
42,8384.7,1.41162,1.24315,1.50799,0.78531,0.62661,0.7233,0.40866,1.58318,1.12399,1.52393,0.005941,0.005941,0.005941
43,8575.03,1.41588,1.24357,1.50816,0.7842,0.63029,0.72362,0.40981,1.58485,1.11833,1.52459,0.005842,0.005842,0.005842
44,8769.19,1.39834,1.22472,1.49501,0.79176,0.62643,0.72294,0.41021,1.58348,1.11859,1.52235,0.005743,0.005743,0.005743
45,8959.63,1.40184,1.21502,1.4957,0.79447,0.62808,0.72242,0.41117,1.58034,1.11463,1.52067,0.005644,0.005644,0.005644
46,9150.01,1.40121,1.22321,1.49789,0.79689,0.62599,0.72351,0.41147,1.57478,1.11266,1.51711,0.005545,0.005545,0.005545
47,9341.26,1.39875,1.21013,1.494,0.7949,0.6312,0.72606,0.41238,1.57122,1.10944,1.51455,0.005446,0.005446,0.005446
48,9533.03,1.38493,1.1944,1.48282,0.78968,0.63568,0.72664,0.41387,1.56753,1.10409,1.51063,0.005347,0.005347,0.005347
49,9728.7,1.38861,1.18401,1.48332,0.79199,0.63526,0.72776,0.41519,1.56658,1.10055,1.51051,0.005248,0.005248,0.005248
50,9920.64,1.381,1.18899,1.48226,0.79319,0.63416,0.72831,0.41521,1.56708,1.09796,1.51037,0.005149,0.005149,0.005149
51,10111.9,1.38482,1.18693,1.47973,0.7955,0.63305,0.72815,0.41494,1.57007,1.09709,1.51335,0.00505,0.00505,0.00505
52,10305.6,1.37192,1.17952,1.47492,0.80169,0.63213,0.72921,0.41535,1.57201,1.09676,1.51525,0.004951,0.004951,0.004951
53,10507.8,1.37133,1.17337,1.47096,0.7914,0.63881,0.72884,0.41558,1.57149,1.09659,1.5146,0.004852,0.004852,0.004852
54,10702.1,1.3745,1.16606,1.47287,0.79369,0.63765,0.73032,0.41667,1.57185,1.09606,1.51542,0.004753,0.004753,0.004753
55,10892.5,1.36123,1.15611,1.46445,0.79703,0.63737,0.73037,0.4169,1.57286,1.09499,1.51556,0.004654,0.004654,0.004654
56,11082.8,1.36014,1.13932,1.46161,0.79841,0.63968,0.73071,0.41677,1.57232,1.09442,1.51495,0.004555,0.004555,0.004555
57,11273.6,1.36061,1.13814,1.45934,0.79863,0.64225,0.73113,0.41724,1.57297,1.09264,1.51474,0.004456,0.004456,0.004456
58,11468.6,1.3507,1.13027,1.45407,0.7979,0.64391,0.73171,0.41813,1.57365,1.09011,1.51502,0.004357,0.004357,0.004357
59,11659.6,1.35163,1.12646,1.44993,0.79486,0.64575,0.73216,0.418,1.57428,1.08933,1.5154,0.004258,0.004258,0.004258
60,11850.4,1.34179,1.12034,1.44316,0.79665,0.64525,0.73236,0.41862,1.57372,1.0873,1.51442,0.004159,0.004159,0.004159
61,12041.3,1.33814,1.11011,1.43852,0.79664,0.64612,0.73275,0.41854,1.5737,1.0857,1.51383,0.00406,0.00406,0.00406
62,12232,1.34479,1.11232,1.44867,0.79569,0.64667,0.73314,0.41886,1.57374,1.08472,1.51388,0.003961,0.003961,0.003961
63,12426.7,1.33572,1.10347,1.44108,0.7963,0.64777,0.73367,0.4191,1.57406,1.08361,1.51402,0.003862,0.003862,0.003862
64,12618,1.32568,1.09978,1.43752,0.80123,0.64538,0.73438,0.41984,1.57379,1.08264,1.51377,0.003763,0.003763,0.003763
65,12829.9,1.32778,1.08734,1.43176,0.80251,0.6463,0.73515,0.42038,1.57416,1.08135,1.51402,0.003664,0.003664,0.003664
66,13024.4,1.32199,1.08556,1.42835,0.80353,0.64575,0.73583,0.42033,1.57457,1.08029,1.51419,0.003565,0.003565,0.003565
67,13217.3,1.31572,1.06851,1.42684,0.80425,0.64569,0.73583,0.42096,1.57504,1.07913,1.51481,0.003466,0.003466,0.003466
68,13412.2,1.31433,1.07066,1.4273,0.7997,0.64906,0.73595,0.42148,1.57464,1.07813,1.51441,0.003367,0.003367,0.003367
69,13602.8,1.31215,1.06203,1.41765,0.79926,0.65064,0.73637,0.42163,1.57464,1.07688,1.51411,0.003268,0.003268,0.003268
70,13793.7,1.31187,1.06628,1.4199,0.79911,0.64961,0.73593,0.42128,1.57437,1.07547,1.51413,0.003169,0.003169,0.003169
71,13984.4,1.30432,1.05404,1.41537,0.79629,0.64906,0.7353,0.42158,1.57415,1.07463,1.51421,0.00307,0.00307,0.00307
72,14179.4,1.29932,1.04749,1.41119,0.79754,0.65024,0.73566,0.42155,1.57432,1.07408,1.51414,0.002971,0.002971,0.002971
73,14370.6,1.29654,1.0409,1.41013,0.79764,0.65035,0.73535,0.42192,1.57329,1.0733,1.5121,0.002872,0.002872,0.002872
74,14561.5,1.29446,1.03858,1.40714,0.79607,0.65145,0.73591,0.42273,1.57371,1.07129,1.51234,0.002773,0.002773,0.002773
75,14752.5,1.28429,1.02456,1.39881,0.79812,0.65072,0.73621,0.4232,1.57289,1.07004,1.51168,0.002674,0.002674,0.002674
76,14943.2,1.29224,1.03135,1.4036,0.79812,0.65072,0.73618,0.42353,1.57283,1.06891,1.51156,0.002575,0.002575,0.002575
77,15138.1,1.28658,1.0222,1.39557,0.79952,0.65096,0.73712,0.42397,1.57252,1.06777,1.51112,0.002476,0.002476,0.002476
78,15329.2,1.26823,1.002,1.38885,0.80068,0.6498,0.73722,0.42445,1.57252,1.06646,1.51068,0.002377,0.002377,0.002377
79,15520.1,1.27375,1.0077,1.39178,0.79937,0.64961,0.73747,0.42455,1.57314,1.06473,1.51214,0.002278,0.002278,0.002278
80,15733.8,1.27451,1.00137,1.39069,0.79802,0.65237,0.73755,0.42489,1.57318,1.06346,1.51195,0.002179,0.002179,0.002179
81,15932.9,1.26626,0.98909,1.38356,0.80164,0.65145,0.73835,0.42518,1.57291,1.06278,1.51149,0.00208,0.00208,0.00208
82,16127.4,1.26286,0.98265,1.38078,0.79793,0.65421,0.73919,0.42572,1.5723,1.06181,1.51117,0.001981,0.001981,0.001981
83,16318.2,1.25298,0.97544,1.3764,0.79849,0.65587,0.73953,0.42584,1.57226,1.06076,1.51094,0.001882,0.001882,0.001882
84,16509.2,1.25206,0.97339,1.37234,0.79871,0.65605,0.7401,0.42626,1.5718,1.05929,1.51028,0.001783,0.001783,0.001783
85,16700.2,1.24272,0.96031,1.36575,0.7986,0.65642,0.7407,0.42653,1.57084,1.05796,1.50919,0.001684,0.001684,0.001684
86,16899,1.23835,0.95043,1.36377,0.79543,0.65845,0.74039,0.42712,1.57002,1.05706,1.50839,0.001585,0.001585,0.001585
87,17089.8,1.23692,0.95126,1.36269,0.79517,0.65881,0.74083,0.42778,1.56969,1.05614,1.50808,0.001486,0.001486,0.001486
88,17280.4,1.23666,0.94761,1.36125,0.79362,0.65918,0.74111,0.4277,1.56982,1.05526,1.5083,0.001387,0.001387,0.001387
89,17471.4,1.2275,0.9399,1.35196,0.79511,0.66057,0.7418,0.42841,1.56956,1.05412,1.50825,0.001288,0.001288,0.001288
90,17662.4,1.22815,0.93349,1.35863,0.79561,0.66084,0.74245,0.42906,1.56926,1.05327,1.50811,0.001189,0.001189,0.001189
91,17855.5,1.22024,0.79186,1.36362,0.79775,0.66047,0.74273,0.42937,1.56866,1.0524,1.50665,0.00109,0.00109,0.00109
92,18043.2,1.20337,0.77275,1.3553,0.79016,0.66454,0.74293,0.43009,1.56837,1.05129,1.50625,0.000991,0.000991,0.000991
93,18231.4,1.19034,0.75735,1.34386,0.78979,0.66452,0.7429,0.43047,1.56827,1.0505,1.50597,0.000892,0.000892,0.000892
94,18419.4,1.18304,0.74504,1.33729,0.79249,0.66484,0.74383,0.43085,1.56765,1.04979,1.50549,0.000793,0.000793,0.000793
95,18607.3,1.17388,0.73604,1.33165,0.79351,0.66581,0.7442,0.43127,1.56783,1.04874,1.50667,0.000694,0.000694,0.000694
96,18798.2,1.16098,0.72703,1.32356,0.79476,0.667,0.74495,0.43186,1.5676,1.04783,1.50709,0.000595,0.000595,0.000595
97,18985.6,1.15712,0.71944,1.32239,0.79457,0.66802,0.74519,0.43216,1.56758,1.04699,1.50706,0.000496,0.000496,0.000496
98,19173.3,1.15087,0.71613,1.31501,0.79799,0.66728,0.7453,0.43285,1.56755,1.04652,1.50711,0.000397,0.000397,0.000397
99,19361,1.14507,0.70494,1.31136,0.79668,0.66765,0.74534,0.43334,1.56718,1.04564,1.50721,0.000298,0.000298,0.000298
100,19552,1.13964,0.7014,1.30873,0.79559,0.66894,0.74651,0.43352,1.56723,1.04484,1.50746,0.000199,0.000199,0.000199
